-245.120895|57.506657|26.508263|35.686493|6.766023|-11.453285|-18.160372|-5.654486|-8.404476|-6.398346|-23.552042|-5.916151|-11.278751|126.016602|54.933792|24.657900|28.890905|22.184900|18.076870|16.850445|10.404353|11.657486|9.861575|14.634537|8.430886|10.563691|2061.517263|1209.089251|3991.180982|1704.393371|0.144112|0.136752|0.082142|0.060655|0.220737|0.315121|0.389743|0.342013|0.387399|0.392845|0.403915|0.390028|0.304101|0.286206|0.276338|0.228541,0,Yeni Kay─▒t 10.wav,audio
-290.433105|65.647186|26.088697|37.600113|5.147234|5.321815|0.024279|0.663881|-7.776908|-2.618790|-7.713284|-4.807743|-3.226061|181.109833|42.057526|22.002428|26.053347|20.889536|14.767786|18.230753|12.483391|13.640069|9.944912|11.298592|8.082966|7.220665|1735.357702|891.149564|3656.199597|1288.604512|0.108326|0.100048|0.061209|0.061867|0.362763|0.304155|0.300944|0.328805|0.322522|0.341496|0.461369|0.586652|0.592255|0.542551|0.450154|0.409145,0,Yeni Kay─▒t 11.wav,audio
-255.710983|87.467033|9.713058|21.031946|-11.915973|0.128085|-9.087196|-2.253935|-15.462006|-2.582256|-10.904298|-3.309608|-6.730773|158.098495|35.187592|19.524202|27.741652|29.146021|13.464306|18.540945|10.765251|13.133915|10.830851|10.172488|7.645942|7.359714|1541.998996|590.430768|3283.260234|1037.178977|0.088482|0.054600|0.072726|0.064229|0.457840|0.371948|0.302614|0.273556|0.216619|0.250968|0.281831|0.292685|0.374932|0.400411|0.369038|0.387018,0,Yeni Kay─▒t 12.wav,audio
-231.542618|58.941933|14.729520|35.878864|1.067059|-0.234531|-12.264709|-7.858325|-8.628297|-5.605387|-10.395658|-3.700491|-12.312943|134.499832|46.223747|25.211563|23.261278|22.030252|17.225872|14.547115|15.106046|13.598254|10.403350|10.637576|6.999887|9.824578|2144.434993|1018.020428|4279.023858|1426.831207|0.145555|0.123388|0.063106|0.042153|0.387248|0.349640|0.312670|0.335666|0.309299|0.304144|0.325612|0.412306|0.488314|0.497378|0.511357|0.407458,0,Yeni Kay─▒t 121.wav,audio
-314.738373|83.816628|20.970488|27.710114|-4.644357|11.255242|-5.654371|-10.892735|-10.792603|-6.880286|-8.256853|4.151720|-9.511187|110.689133|41.991020|20.380653|20.844208|17.487194|10.908064|11.856570|11.699030|10.983690|10.419926|8.301673|6.869053|7.683951|1760.663865|843.170671|3813.950225|1391.200614|0.111267|0.095972|0.025751|0.017215|0.404253|0.332925|0.322984|0.297162|0.266077|0.280428|0.308667|0.413006|0.531994|0.564317|0.562635|0.461070,0,Yeni Kay─▒t 122.wav,audio
-210.616013|77.606674|9.029136|25.533731|-0.065800|4.236999|-8.330376|-9.662567|-3.548728|-5.842195|-8.977629|-5.333193|-10.851623|129.196487|39.501343|28.548386|22.391798|22.769438|13.240162|15.035408|11.223034|12.081533|10.655296|8.938473|7.222456|10.562193|1924.717980|876.829477|4015.452665|1326.004426|0.119130|0.090987|0.069034|0.047254|0.363275|0.280823|0.215958|0.219114|0.226492|0.391840|0.514253|0.530230|0.509926|0.394731|0.353166|0.337122,0,Yeni Kay─▒t 123.wav,audio
-321.210205|89.276382|26.956348|32.694576|-2.293697|15.513526|1.950374|-4.932895|-14.191933|-2.199318|-6.583878|10.051241|-14.090039|127.493935|37.640472|18.192186|17.096245|21.211855|9.196601|14.559491|13.778703|14.691929|12.382190|9.384596|7.927728|11.909320|1637.487055|701.357433|3810.374150|1386.510695|0.080905|0.054869|0.030598|0.022679|0.439718|0.385377|0.393269|0.349198|0.336581|0.318305|0.296273|0.348503|0.429067|0.465443|0.465878|0.498434,0,Yeni Kay─▒t 124.wav,audio
-255.842834|69.283844|27.322445|33.311012|3.545381|5.469292|2.090418|-1.508334|-4.603738|-6.574440|-6.747379|-2.145711|-6.303882|119.096992|43.838253|21.906376|29.828283|22.542103|16.113924|13.539386|14.906246|9.237710|12.862257|8.943404|6.845983|10.086648|2003.705299|1012.310985|4206.715839|1445.290334|0.107604|0.102126|0.053085|0.030423|0.320335|0.395936|0.403403|0.315551|0.240023|0.208074|0.224068|0.284748|0.436564|0.502948|0.423545|0.330918,0,Yeni Kay─▒t 125.wav,audio
-342.023468|79.088486|23.908283|28.929497|3.226500|5.013131|-9.560420|-2.981116|-4.650060|-3.992229|-8.436604|2.975760|-4.866735|127.270897|39.965145|17.350929|26.162846|20.004469|12.027679|16.271585|11.199408|9.534840|12.655486|11.909428|8.270128|8.275909|1870.584251|846.744839|3999.685930|1615.888088|0.106988|0.070866|0.026642|0.022906|0.445445|0.334277|0.333405|0.317723|0.381767|0.438325|0.404245|0.459087|0.491981|0.473889|0.472266|0.479906,0,Yeni Kay─▒t 126.wav,audio
-273.043640|48.464958|8.235249|38.015976|9.724036|3.390828|-9.297990|-5.100731|-2.615066|-3.119584|-10.654583|-2.376329|-8.598089|169.703705|39.087517|23.774555|23.200348|14.180842|14.385449|15.275113|11.703503|10.738314|9.586082|11.389299|7.186058|11.397696|2269.177343|841.530705|4576.672676|1171.323590|0.144394|0.095485|0.053082|0.047037|0.491511|0.457528|0.344663|0.250567|0.231345|0.215035|0.279377|0.393268|0.481749|0.414230|0.356206|0.396570,0,Yeni Kay─▒t 127.wav,audio
